date,outflow,volume,inflow_efas5,e0_emo1,pr_emo1,ta_emo1
1990-01-01,9.848,24.857,2.18,,,
1990-01-02,9.539,24.361,2.16,0.2,0.17,6.53
1990-01-03,4.977,24.144,2.21,1.27,2.29,6.53
1990-01-04,4.977,24.073,2.19,0.32,6.15,5.86
1990-01-05,4.977,23.994,2.17,0.39,0.52,7.37
1990-01-06,4.929,23.961,2.28,0.43,1.09,9.48
1990-01-07,4.456,24.293,2.23,0.24,19.4,5.58
1990-01-08,5.083,24.214,2.2,0.01,0.3,4.23
1990-01-09,4.977,24.137,2.18,0.04,0.0,3.74
1990-01-10,4.977,23.988,2.16,0.15,0.0,4.57
1990-01-11,4.977,23.838,2.14,0.0,0.0,2.69
1990-01-12,4.774,23.7,2.13,0.5,0.0,4.95
1990-01-13,2.546,23.694,2.12,0.6,0.0,5.46
1990-01-14,2.546,23.63,2.13,0.42,1.36,6.64
1990-01-15,2.546,23.623,2.12,0.02,0.77,5.8
1990-01-16,2.546,23.543,2.11,0.02,0.0,4.61
1990-01-17,2.546,23.464,2.11,0.08,0.05,5.67
1990-01-18,2.546,23.394,2.1,0.2,1.35,6.86
1990-01-19,2.44,23.33,2.1,0.0,0.1,4.41
1990-01-20,1.273,23.336,2.09,0.17,0.0,5.01
1990-01-21,1.273,23.406,2.09,0.45,0.0,5.19
1990-01-22,1.273,23.477,2.09,1.13,0.2,8.09
1990-01-23,1.273,23.557,2.09,0.84,0.91,8.39
1990-01-24,1.273,23.648,2.14,0.84,3.31,10.37
1990-01-25,1.273,23.894,2.16,0.02,2.84,9.48
1990-01-26,1.273,24.411,2.16,0.54,10.16,8.22
1990-01-27,1.273,24.807,2.22,0.51,2.94,6.87
1990-01-28,1.302,25.495,2.2,0.33,21.03,5.74
1990-01-29,1.803,26.268,2.25,0.48,0.97,5.81
1990-01-30,4.108,26.923,2.24,0.47,17.81,6.84
1990-01-31,7.282,27.11,2.31,0.76,8.01,8.2
1990-02-01,7.378,27.61,2.32,1.19,12.5,5.22
1990-02-02,9.606,28.277,2.31,0.65,15.53,7.8
1990-02-03,9.606,28.337,2.27,1.21,7.56,8.67
1990-02-04,9.403,28.19,2.23,0.27,0.63,6.91
1990-02-05,6.973,28.197,2.21,0.81,0.0,9.14
1990-02-06,4.745,28.277,2.2,1.85,5.3,10.71
1990-02-07,4.735,28.363,2.22,2.48,3.56,9.9
1990-02-08,4.842,28.51,2.23,1.03,5.28,10.81
1990-02-09,7.176,28.503,2.21,0.52,7.92,9.37
1990-02-10,7.186,28.437,2.3,0.38,2.38,10.92
1990-02-11,7.62,28.57,3.77,0.52,2.93,7.85
1990-02-12,11.294,29.243,5.07,1.47,7.54,8.02
1990-02-13,12.027,29.37,5.64,0.44,2.26,9.43
1990-02-14,11.931,29.103,5.58,0.53,0.52,8.37
1990-02-15,11.709,28.577,4.63,1.28,0.0,9.62
1990-02-16,7.822,28.43,3.74,0.51,0.68,8.79
1990-02-17,4.745,28.43,3.09,0.84,0.0,10.34
1990-02-18,4.745,28.443,3.95,1.24,0.19,9.61
1990-02-19,4.745,28.597,5.42,0.59,9.1,7.98
1990-02-20,4.726,28.67,5.48,1.35,0.1,11.99
1990-02-21,4.495,28.683,5.57,0.57,6.71,9.82
1990-02-22,4.407,28.823,5.41,0.76,0.1,9.99
1990-02-23,5.7,28.737,4.0,1.81,0.0,14.17
1990-02-24,4.745,28.583,3.46,2.42,0.0,14.74
1990-02-25,4.745,28.503,3.45,0.9,4.56,10.15
1990-02-26,4.745,28.423,3.3,1.11,0.83,9.54
1990-02-27,4.552,28.35,3.94,0.46,2.66,9.2
1990-02-28,2.431,28.35,4.54,0.7,2.96,9.93
1990-03-01,2.431,28.363,3.69,0.5,1.98,8.31
1990-03-02,2.431,28.517,3.1,1.28,0.66,6.21
1990-03-03,2.431,28.597,2.55,1.78,0.55,6.4
1990-03-04,2.431,28.663,2.14,2.69,0.0,5.24
1990-03-05,2.431,28.59,2.1,3.01,0.0,7.71
1990-03-06,2.431,28.607,2.09,1.48,0.0,9.05
1990-03-07,2.421,28.767,2.09,1.82,0.0,10.32
1990-03-08,2.315,28.51,2.1,1.27,1.61,11.53
1990-03-09,2.325,28.51,2.09,1.03,3.69,9.04
1990-03-10,2.431,28.51,2.09,1.2,0.1,8.58
1990-03-11,2.431,28.503,2.09,2.22,0.0,12.82
1990-03-12,2.431,28.43,2.08,1.34,1.47,12.21
1990-03-13,2.431,28.423,2.1,1.72,0.05,11.99
1990-03-14,2.431,28.367,2.09,0.88,2.56,7.87
1990-03-15,2.431,28.533,2.09,1.68,0.0,9.02
1990-03-16,2.431,28.343,2.08,1.51,0.0,11.36
1990-03-17,2.431,28.257,2.08,1.99,0.0,14.6
1990-03-18,2.431,28.103,2.07,2.4,0.0,14.41
1990-03-19,2.47,28.017,2.07,2.95,0.0,14.62
1990-03-20,2.855,27.863,2.07,2.86,0.0,15.23
1990-03-21,2.47,27.777,2.07,2.77,0.0,14.66
1990-03-22,2.894,27.617,2.08,2.49,0.0,14.44
1990-03-23,2.894,27.457,2.08,0.99,1.33,9.26
1990-03-24,2.846,27.303,2.08,1.47,0.4,8.59
1990-03-25,2.325,27.23,2.08,1.94,2.26,8.24
1990-03-26,2.431,27.223,2.08,2.82,0.0,8.29
1990-03-27,2.431,27.143,2.07,2.16,0.0,7.1
1990-03-28,2.47,27.057,2.07,3.2,0.0,6.41
1990-03-29,2.855,26.903,2.07,2.11,0.0,7.69
1990-03-30,2.46,26.817,2.07,2.82,0.0,9.14
1990-03-31,2.749,26.657,2.07,4.12,0.0,8.39
1990-04-01,2.431,26.513,2.08,4.14,0.15,13.7
1990-04-02,2.431,26.44,2.14,3.87,3.12,13.21
1990-04-03,2.431,26.44,2.13,0.27,6.97,8.38
1990-04-04,2.421,26.433,2.12,1.75,0.68,6.85
1990-04-05,2.325,26.36,2.11,1.31,3.26,6.65
1990-04-06,2.431,26.367,2.16,1.55,2.65,6.97
1990-04-07,2.431,26.433,2.14,1.24,11.65,6.05
1990-04-08,2.431,26.386,2.12,1.87,0.25,8.15
1990-04-09,2.431,26.67,2.11,2.42,0.0,9.03
1990-04-10,2.431,26.67,2.11,2.19,0.69,7.01
1990-04-11,2.431,26.67,2.1,1.11,1.53,8.13
1990-04-12,2.431,26.67,2.09,1.31,0.08,8.68
1990-04-13,2.431,26.683,2.15,1.73,0.0,9.42
1990-04-14,2.431,26.85,2.15,1.16,7.92,7.86
1990-04-15,2.431,27.077,2.14,1.26,3.78,8.26
1990-04-16,2.431,27.17,2.15,1.55,2.05,8.23
1990-04-17,2.431,27.417,2.13,1.56,5.67,8.27
1990-04-18,2.431,27.717,2.12,2.24,0.64,7.77
1990-04-19,2.431,27.803,2.12,1.86,1.16,8.51
1990-04-20,2.431,27.983,2.13,1.63,1.98,7.38
1990-04-21,2.431,28.403,2.16,1.76,6.19,5.56
1990-04-22,2.421,29.037,2.15,1.39,9.57,5.69
1990-04-23,2.315,29.597,2.14,1.58,3.25,8.37
1990-04-24,2.518,30.117,2.13,1.2,5.59,8.52
1990-04-25,4.745,30.2,2.12,2.07,6.1,8.8
1990-04-26,4.542,30.22,2.11,2.93,0.2,9.29
1990-04-27,2.315,30.454,2.1,3.65,0.0,9.08
1990-04-28,2.315,30.61,2.09,3.39,0.0,10.72
1990-04-29,2.315,30.617,2.08,4.5,0.0,11.97
1990-04-30,2.315,30.69,2.08,4.9,0.11,14.15
1990-05-01,2.315,30.69,2.08,3.24,0.86,15.06
1990-05-02,2.315,30.69,2.07,3.31,0.0,12.27
1990-05-03,2.315,30.683,2.07,5.46,0.0,15.63
1990-05-04,2.315,30.61,2.06,4.99,0.0,15.9
1990-05-05,2.315,30.61,2.07,5.78,0.0,16.87
1990-05-06,2.315,30.603,2.07,4.49,0.23,16.48
1990-05-07,2.315,30.523,2.07,3.01,0.14,13.11
1990-05-08,2.344,30.427,2.07,3.84,0.0,11.75
1990-05-09,2.633,30.273,2.07,4.2,0.0,12.86
1990-05-10,2.315,30.192,2.07,3.22,0.0,12.28
1990-05-11,2.315,30.103,2.07,3.41,0.0,11.29
1990-05-12,2.354,30.017,2.1,4.65,4.78,15.4
1990-05-13,2.739,29.87,2.1,1.82,5.39,12.11
1990-05-14,2.315,29.863,2.08,2.31,0.2,12.38
1990-05-15,2.363,29.777,2.08,2.99,1.15,12.53
